Year,Party,Candidate,State,Vote,Total,RelativeVote,PercentVote,Winner,PresidentElect,PredictiveOfWinner
1996,DEM,BillClin,Alaska,80380,241620,3.592381689,0.332671137,0,BillClin,0
1996,REP,BobDole,Alaska,122746,241620,3.592381689,0.508012582,1,BillClin,
1996,DEM,BillClin,Arizona,653288,1404405,2.921157726,0.46517066,1,BillClin,1
1996,REP,BobDole,Arizona,622073,1404405,2.921157726,0.442944165,0,BillClin,
1996,DEM,BillClin,Arkansas,475171,884262,1.577839001,0.537364492,1,BillClin,1
1996,REP,BobDole,Arkansas,325416,884262,1.577839001,0.368008577,0,BillClin,
1996,DEM,BillClin,Californ,5119835,10019484,1.419675793,0.510987891,1,BillClin,1
1996,REP,BobDole,Californ,3828380,10019484,1.419675793,0.382093529,0,BillClin,
1996,DEM,BillClin,Colorado,671152,1510704,1.944313025,0.444264396,0,BillClin,0
1996,REP,BobDole,Colorado,691848,1510704,1.944313025,0.457963969,1,BillClin,
1996,DEM,BillClin,Connecti,735740,1392614,1.142818925,0.528315815,1,BillClin,1
1996,REP,BobDole,Connecti,483109,1392614,1.142818925,0.346908045,0,BillClin,
1996,DEM,BillClin,DC,158220,185726,0.93519036,0.851900111,1,BillClin,1
1996,REP,BobDole,DC,17339,185726,0.93519036,0.093357957,0,BillClin,
1996,DEM,BillClin,Delaware,140355,271084,1.346532883,0.517754644,1,BillClin,1
1996,REP,BobDole,Delaware,99062,271084,1.346532883,0.365429166,0,BillClin,
1996,DEM,BillClin,Florida,2546870,5303794,2.85998832,0.48019776,1,BillClin,1
1996,REP,BobDole,Florida,2244536,5303794,2.85998832,0.423194415,0,BillClin,
1996,DEM,BillClin,Georgia,1053849,2299071,2.017904288,0.458380363,0,BillClin,0
1996,REP,BobDole,Georgia,1080843,2299071,2.017904288,0.470121627,1,BillClin,
1996,DEM,BillClin,Hawaii,205012,360120,1.737435531,0.569288015,1,BillClin,1
1996,REP,BobDole,Hawaii,113943,360120,1.737435531,0.316402866,0,BillClin,
1996,DEM,BillClin,Idaho,165443,491719,1.681222797,0.336458424,0,BillClin,0
1996,REP,BobDole,Idaho,256595,491719,1.681222797,0.521832591,1,BillClin,
1996,DEM,BillClin,Illinois,2341744,4311391,0.91676308,0.543152778,1,BillClin,1
1996,REP,BobDole,Illinois,1587021,4311391,0.91676308,0.36809953,0,BillClin,
1996,DEM,BillClin,Indiana,887424,2135842,1.021149299,0.415491408,0,BillClin,0
1996,REP,BobDole,Indiana,1006693,2135842,1.021149299,0.471333086,1,BillClin,
1996,DEM,BillClin,Iowa,620258,1234075,1.0418188,0.502609647,1,BillClin,1
1996,REP,BobDole,Iowa,492644,1234075,1.0418188,0.399201021,0,BillClin,
1996,DEM,BillClin,Kansas,387659,1074300,1.252242392,0.360847994,0,BillClin,0
1996,REP,BobDole,Kansas,583245,1074300,1.252242392,0.542907009,1,BillClin,
1996,DEM,BillClin,Kentucky,636614,1388708,1.327503453,0.458421785,1,BillClin,1
1996,REP,BobDole,Kentucky,623283,1388708,1.327503453,0.448822215,0,BillClin,
1996,DEM,BillClin,Louisian,927837,1783959,1.990374799,0.520099958,1,BillClin,1
1996,REP,BobDole,Louisian,712586,1783959,1.990374799,0.399440794,0,BillClin,
1996,DEM,BillClin,Maine,312788,605897,1.589358928,0.516239559,1,BillClin,1
1996,REP,BobDole,Maine,186378,605897,1.589358928,0.307606738,0,BillClin,
1996,DEM,BillClin,Maryland,966207,1780870,1.595108455,0.542547744,1,BillClin,1
1996,REP,BobDole,Maryland,681530,1780870,1.595108455,0.382694975,0,BillClin,
1996,DEM,BillClin,Massachu,1571763,2556785,1.090407361,0.614741951,1,BillClin,1
1996,REP,BobDole,Massachu,718107,2556785,1.090407361,0.280863272,0,BillClin,
1996,DEM,BillClin,Michigan,1989653,3848844,1.20159895,0.516948206,1,BillClin,1
1996,REP,BobDole,Michigan,1481212,3848844,1.20159895,0.384845943,0,BillClin,
1996,DEM,BillClin,Minnesot,1120438,2192640,1.4105459,0.510999526,1,BillClin,1
1996,REP,BobDole,Minnesot,766476,2192640,1.4105459,0.349567645,0,BillClin,
1996,DEM,BillClin,Mississi,394022,893857,2.184689573,0.440811002,0,BillClin,0
1996,REP,BobDole,Mississi,439838,893857,2.184689573,0.492067523,1,BillClin,
1996,DEM,BillClin,Missouri,1025935,2158065,1.187133467,0.475395783,1,BillClin,1
1996,REP,BobDole,Missouri,890016,2158065,1.187133467,0.412413899,0,BillClin,
1996,DEM,BillClin,Montana,167922,407261,1.461665734,0.412320355,0,BillClin,0
1996,REP,BobDole,Montana,179652,407261,1.461665734,0.441122523,1,BillClin,
1996,DEM,BillClin,Nebraska,236761,677415,1.159651393,0.34950658,0,BillClin,0
1996,REP,BobDole,Nebraska,363467,677415,1.159651393,0.536549973,1,BillClin,
1996,DEM,BillClin,Nevada,203974,464279,3.428108364,0.439334969,1,BillClin,1
1996,REP,BobDole,Nevada,199244,464279,3.428108364,0.429147129,0,BillClin,
1996,DEM,BillClin,NewHamps,246214,499175,1.732687014,0.493241849,1,BillClin,1
1996,REP,BobDole,NewHamps,196532,499175,1.732687014,0.393713628,0,BillClin,
1996,DEM,BillClin,NewJerse,1652329,3075807,1.080455042,0.537201782,1,BillClin,1
1996,REP,BobDole,NewJerse,1103078,3075807,1.080455042,0.358630434,0,BillClin,
1996,DEM,BillClin,NewMexic,273495,556074,1.697339865,0.491832022,1,BillClin,1
1996,REP,BobDole,NewMexic,232751,556074,1.697339865,0.418561199,0,BillClin,
1996,DEM,BillClin,NewYork,3756177,6316129,0.881400472,0.594696055,1,BillClin,1
1996,REP,BobDole,NewYork,1933492,6316129,0.881400472,0.306119777,0,BillClin,
1996,DEM,BillClin,NorthCar,1107849,2515807,1.765499659,0.440355321,0,BillClin,0
1996,REP,BobDole,NorthCar,1225938,2515807,1.765499659,0.487294137,1,BillClin,
1996,DEM,BillClin,NorthDak,106905,266411,1.031046213,0.401278476,0,BillClin,0
1996,REP,BobDole,NorthDak,125050,266411,1.031046213,0.469387525,1,BillClin,
1996,DEM,BillClin,Ohio,2148222,4534434,1.14240617,0.473757475,1,BillClin,1
1996,REP,BobDole,Ohio,1859883,4534434,1.14240617,0.410168722,0,BillClin,
1996,DEM,BillClin,Oklahoma,488105,1206713,1.294063586,0.404491375,0,BillClin,0
1996,REP,BobDole,Oklahoma,582315,1206713,1.294063586,0.482562962,1,BillClin,
1996,DEM,BillClin,Oregon,649641,1377760,1.752195395,0.471519713,1,BillClin,1
1996,REP,BobDole,Oregon,538152,1377760,1.752195395,0.390599234,0,BillClin,
1996,DEM,BillClin,Pennsylv,2215819,4506118,0.934357796,0.49173568,1,BillClin,1
1996,REP,BobDole,Pennsylv,1801169,4506118,0.934357796,0.399716341,0,BillClin,
1996,DEM,BillClin,RhodeIsl,233050,390284,1.000494756,0.59712927,1,BillClin,1
1996,REP,BobDole,RhodeIsl,104683,390284,1.000494756,0.268222628,0,BillClin,
1996,DEM,BillClin,SouthCar,504051,1149457,2.190459947,0.438512271,0,BillClin,0
1996,REP,BobDole,SouthCar,573458,1149457,2.190459947,0.498894696,1,BillClin,
1996,DEM,BillClin,SouthDak,139333,323826,1.104763269,0.430271195,0,BillClin,0
1996,REP,BobDole,SouthDak,150543,323826,1.104763269,0.464888551,1,BillClin,
1996,DEM,BillClin,Tennesse,909146,1894105,1.655764346,0.479987118,1,BillClin,1
1996,REP,BobDole,Tennesse,863530,1894105,1.655764346,0.455903976,0,BillClin,
1996,DEM,BillClin,Texas,2459683,5611644,2.136295303,0.438317719,0,BillClin,0
1996,REP,BobDole,Texas,2736167,5611644,2.136295303,0.487587417,1,BillClin,
1996,DEM,BillClin,Utah,221633,665629,1.662783843,0.332967764,0,BillClin,0
1996,REP,BobDole,Utah,361911,665629,1.662783843,0.543712789,1,BillClin,
1996,DEM,BillClin,Vermont,137894,258449,1.584711415,0.533544336,1,BillClin,1
1996,REP,BobDole,Vermont,80352,258449,1.584711415,0.310900797,0,BillClin,
1996,DEM,BillClin,Virginia,1091060,2416642,2.318640041,0.451477712,0,BillClin,0
1996,REP,BobDole,Virginia,1138350,2416642,2.318640041,0.471046187,1,BillClin,
1996,DEM,BillClin,Washingt,1123323,2253837,1.790811851,0.498404721,1,BillClin,1
1996,REP,BobDole,Washingt,840712,2253837,1.790811851,0.373013665,0,BillClin,
1996,DEM,BillClin,WestVirg,327812,636459,0.803569264,0.515055958,1,BillClin,1
1996,REP,BobDole,WestVirg,233946,636459,0.803569264,0.367574345,0,BillClin,
1996,DEM,BillClin,Wisconsi,1071971,2196169,1.298114156,0.488109522,1,BillClin,1
1996,REP,BobDole,Wisconsi,845029,2196169,1.298114156,0.384774123,0,BillClin,
1996,DEM,BillClin,Wyoming,77934,211571,1.482461672,0.368358613,0,BillClin,0
1996,REP,BobDole,Wyoming,105388,211571,1.482461672,0.498121198,1,BillClin,
2000,DEM,AlGore,Alabama,695602,1672551,2.424630011,0.415892849,0,GeorgeWB,
2000,REP,GeorgeWB,Alabama,944409,1672551,2.424630011,0.56465184,1,GeorgeWB,1
2000,DEM,AlGore,Alaska,79004,285560,4.245677158,0.276663398,0,GeorgeWB,
2000,REP,GeorgeWB,Alaska,167398,285560,4.245677158,0.586209553,1,GeorgeWB,1
2000,DEM,AlGore,Arizona,685341,1534113,3.190949935,0.446734367,0,GeorgeWB,
2000,REP,GeorgeWB,Arizona,781652,1534113,3.190949935,0.509513967,1,GeorgeWB,1
2000,DEM,AlGore,Arkansas,422768,921781,1.644786288,0.458642563,0,GeorgeWB,
2000,REP,GeorgeWB,Arkansas,472940,921781,1.644786288,0.513071977,1,GeorgeWB,1
2000,DEM,AlGore,Californ,5861203,10965856,1.553768668,0.534495711,1,GeorgeWB,
2000,REP,GeorgeWB,Californ,4567429,10965856,1.553768668,0.416513677,0,GeorgeWB,0
2000,DEM,AlGore,Colorado,738227,1741365,2.241179378,0.423935821,0,GeorgeWB,
2000,REP,GeorgeWB,Colorado,883745,1741365,2.241179378,0.507501299,1,GeorgeWB,1
2000,DEM,AlGore,Connecti,816015,1459525,1.197728008,0.559096281,1,GeorgeWB,
2000,REP,GeorgeWB,Connecti,561094,1459525,1.197728008,0.384436032,0,GeorgeWB,0
2000,DEM,AlGore,DC,171923,201894,1.016601459,0.851550814,1,GeorgeWB,
2000,REP,GeorgeWB,DC,18073,201894,1.016601459,0.089517271,0,GeorgeWB,0
2000,DEM,AlGore,Delaware,180068,327622,1.627369362,0.54962121,1,GeorgeWB,
2000,REP,GeorgeWB,Delaware,137288,327622,1.627369362,0.419043898,0,GeorgeWB,0
2000,DEM,AlGore,Florida,2912253,5963110,3.215514206,0.488378212,0,GeorgeWB,
2000,REP,GeorgeWB,Florida,2912790,5963110,3.215514206,0.488468266,1,GeorgeWB,1
2000,DEM,AlGore,Georgia,1116230,2596804,2.279225795,0.429847613,0,GeorgeWB,
2000,REP,GeorgeWB,Georgia,1419720,2596804,2.279225795,0.546718197,1,GeorgeWB,1
2000,DEM,AlGore,Hawaii,205286,367951,1.775216987,0.557916679,1,GeorgeWB,
2000,REP,GeorgeWB,Hawaii,137845,367951,1.775216987,0.374628687,0,GeorgeWB,0
2000,DEM,AlGore,Idaho,138637,501621,1.715078451,0.276377983,0,GeorgeWB,
2000,REP,GeorgeWB,Idaho,336937,501621,1.715078451,0.67169636,1,GeorgeWB,1
2000,DEM,AlGore,Illinois,2589026,4742123,1.008352823,0.545963485,1,GeorgeWB,
2000,REP,GeorgeWB,Illinois,2019421,4742123,1.008352823,0.425847453,0,GeorgeWB,0
2000,DEM,AlGore,Indiana,901980,2199302,1.051489621,0.410121029,0,GeorgeWB,
2000,REP,GeorgeWB,Indiana,1245836,2199302,1.051489621,0.566468816,1,GeorgeWB,1
2000,DEM,AlGore,Iowa,638517,1315563,1.110611808,0.48535646,1,GeorgeWB,
2000,REP,GeorgeWB,Iowa,634373,1315563,1.110611808,0.482206477,0,GeorgeWB,0
2000,DEM,AlGore,Kansas,399276,1072216,1.249813207,0.372383923,0,GeorgeWB,
2000,REP,GeorgeWB,Kansas,622332,1072216,1.249813207,0.580416633,1,GeorgeWB,1
2000,DEM,AlGore,Kentucky,638898,1544187,1.476130025,0.413743931,0,GeorgeWB,
2000,REP,GeorgeWB,Kentucky,872492,1544187,1.476130025,0.565017061,1,GeorgeWB,1
2000,DEM,AlGore,Louisian,792344,1765656,1.969954022,0.448753325,0,GeorgeWB,
2000,REP,GeorgeWB,Louisian,927871,1765656,1.969954022,0.525510632,1,GeorgeWB,1
2000,DEM,AlGore,Maine,319951,651817,1.709813992,0.490860165,1,GeorgeWB,
2000,REP,GeorgeWB,Maine,286616,651817,1.709813992,0.43971851,0,GeorgeWB,0
2000,DEM,AlGore,Maryland,1145782,2025480,1.814203324,0.565684184,1,GeorgeWB,
2000,REP,GeorgeWB,Maryland,813797,2025480,1.814203324,0.401779825,0,GeorgeWB,0
2000,DEM,AlGore,Massachu,1616487,2702984,1.152757722,0.598037946,1,GeorgeWB,
2000,REP,GeorgeWB,Massachu,878502,2702984,1.152757722,0.325011913,0,GeorgeWB,0
2000,DEM,AlGore,Michigan,2170418,4232711,1.321441215,0.512772547,1,GeorgeWB,
2000,REP,GeorgeWB,Michigan,1953139,4232711,1.321441215,0.461439253,0,GeorgeWB,0
2000,DEM,AlGore,Minnesot,1168266,2438685,1.568828958,0.479055721,1,GeorgeWB,
2000,REP,GeorgeWB,Minnesot,1109659,2438685,1.568828958,0.455023507,0,GeorgeWB,0
2000,DEM,AlGore,Mississi,404964,994926,2.431713863,0.407029267,0,GeorgeWB,
2000,REP,GeorgeWB,Mississi,573230,994926,2.431713863,0.576153402,1,GeorgeWB,1
2000,DEM,AlGore,Missouri,1111138,2359892,1.298156808,0.470842734,0,GeorgeWB,
2000,REP,GeorgeWB,Missouri,1189924,2359892,1.298156808,0.50422816,1,GeorgeWB,1
2000,DEM,AlGore,Montana,137126,410997,1.475074293,0.333642338,0,GeorgeWB,
2000,REP,GeorgeWB,Montana,240178,410997,1.475074293,0.584378961,1,GeorgeWB,1
2000,DEM,AlGore,Nebraska,231780,697019,1.193211037,0.33253039,0,GeorgeWB,
2000,REP,GeorgeWB,Nebraska,433862,697019,1.193211037,0.62245362,1,GeorgeWB,1
2000,DEM,AlGore,Nevada,279978,608970,4.496466888,0.459756638,0,GeorgeWB,
2000,REP,GeorgeWB,Nevada,301575,608970,4.496466888,0.49522144,1,GeorgeWB,1
2000,DEM,AlGore,NewHamps,266348,569081,1.975337825,0.468031792,0,GeorgeWB,
2000,REP,GeorgeWB,NewHamps,273559,569081,1.975337825,0.480703099,1,GeorgeWB,1
2000,DEM,AlGore,NewJerse,1788850,3187226,1.119593785,0.561256089,1,GeorgeWB,
2000,REP,GeorgeWB,NewJerse,1284173,3187226,1.119593785,0.402912439,0,GeorgeWB,0
2000,DEM,AlGore,NewMexic,286783,598605,1.827159929,0.479085541,1,GeorgeWB,
2000,REP,GeorgeWB,NewMexic,286417,598605,1.827159929,0.478474119,0,GeorgeWB,0
2000,DEM,AlGore,NewYork,4113791,6831178,0.953274309,0.60220814,1,GeorgeWB,
2000,REP,GeorgeWB,NewYork,2405676,6831178,0.953274309,0.352161223,0,GeorgeWB,0
2000,DEM,AlGore,NorthCar,1257692,2911262,2.04301525,0.432009211,0,GeorgeWB,
2000,REP,GeorgeWB,NorthCar,1631163,2911262,2.04301525,0.560294127,1,GeorgeWB,1
2000,DEM,AlGore,NorthDak,95284,288267,1.115631857,0.330540783,0,GeorgeWB,
2000,REP,GeorgeWB,NorthDak,174852,288267,1.115631857,0.606562666,1,GeorgeWB,1
2000,DEM,AlGore,Ohio,2186190,4705457,1.185493737,0.46460737,0,GeorgeWB,
2000,REP,GeorgeWB,Ohio,2351209,4705457,1.185493737,0.499677077,1,GeorgeWB,1
2000,DEM,AlGore,Oklahoma,474276,1234229,1.323571393,0.384269046,0,GeorgeWB,
2000,REP,GeorgeWB,Oklahoma,744337,1234229,1.323571393,0.603078521,1,GeorgeWB,1
2000,DEM,AlGore,Oregon,720342,1533968,1.95085622,0.46959389,1,GeorgeWB,
2000,REP,GeorgeWB,Oregon,713577,1533968,1.95085622,0.465183759,0,GeorgeWB,0
2000,DEM,AlGore,Pennsylv,2485967,4913119,1.018750739,0.505985505,1,GeorgeWB,
2000,REP,GeorgeWB,Pennsylv,2281127,4913119,1.018750739,0.464293049,0,GeorgeWB,0
2000,DEM,AlGore,RhodeIsl,249508,409112,1.048760417,0.609877002,1,GeorgeWB,
2000,REP,GeorgeWB,RhodeIsl,130555,409112,1.048760417,0.319117992,0,GeorgeWB,0
2000,DEM,AlGore,SouthCar,566039,1383777,2.636991287,0.409053626,0,GeorgeWB,
2000,REP,GeorgeWB,SouthCar,786426,1383777,2.636991287,0.56831845,1,GeorgeWB,1
2000,DEM,AlGore,SouthDak,118804,316269,1.078981844,0.375642254,0,GeorgeWB,
2000,REP,GeorgeWB,SouthDak,190700,316269,1.078981844,0.602967727,1,GeorgeWB,1
2000,DEM,AlGore,Tennesse,981720,2076181,1.814929201,0.472848947,0,GeorgeWB,
2000,REP,GeorgeWB,Tennesse,1061949,2076181,1.814929201,0.511491532,1,GeorgeWB,1
2000,DEM,AlGore,Texas,2433746,6407637,2.439321672,0.379819581,0,GeorgeWB,
2000,REP,GeorgeWB,Texas,3799639,6407637,2.439321672,0.592985995,1,GeorgeWB,1
2000,DEM,AlGore,Utah,203053,770754,1.925392821,0.263447222,0,GeorgeWB,
2000,REP,GeorgeWB,Utah,515096,770754,1.925392821,0.66830143,1,GeorgeWB,1
2000,DEM,AlGore,Vermont,149022,294308,1.804585227,0.506347092,1,GeorgeWB,
2000,REP,GeorgeWB,Vermont,119775,294308,1.804585227,0.406971608,0,GeorgeWB,0
2000,DEM,AlGore,Virginia,1217290,2739447,2.628354347,0.444356105,0,GeorgeWB,
2000,REP,GeorgeWB,Virginia,1437490,2739447,2.628354347,0.524737292,1,GeorgeWB,1
2000,DEM,AlGore,Washingt,1247652,2488745,1.977460677,0.501317732,1,GeorgeWB,
2000,REP,GeorgeWB,Washingt,1108864,2488745,1.977460677,0.445551473,0,GeorgeWB,0
2000,DEM,AlGore,WestVirg,295497,648124,0.818297056,0.455926644,0,GeorgeWB,
2000,REP,GeorgeWB,WestVirg,336475,648124,0.818297056,0.519152199,1,GeorgeWB,1
2000,DEM,AlGore,Wisconsi,1242987,2598607,1.535987682,0.478328197,1,GeorgeWB,
2000,REP,GeorgeWB,Wisconsi,1237279,2598607,1.535987682,0.476131635,0,GeorgeWB,0
2000,DEM,AlGore,Wyoming,60481,218351,1.529968609,0.276989801,0,GeorgeWB,
2000,REP,GeorgeWB,Wyoming,147947,218351,1.529968609,0.677565022,1,GeorgeWB,1
2004,DEM,JohnKerr,Alabama,693933,1883449,2.730360371,0.368437372,0,GeorgeWB,
2004,REP,GeorgeWB,Alabama,1176394,1883449,2.730360371,0.624595622,1,GeorgeWB,1
2004,DEM,JohnKerr,Alaska,111025,312598,4.647675404,0.355168619,0,GeorgeWB,
2004,REP,GeorgeWB,Alaska,190889,312598,4.647675404,0.610653299,1,GeorgeWB,1
2004,DEM,JohnKerr,Arizona,893524,2016102,4.19348545,0.443193846,0,GeorgeWB,
2004,REP,GeorgeWB,Arizona,1104294,2016102,4.19348545,0.547737168,1,GeorgeWB,1
2004,DEM,JohnKerr,Arkansas,469953,1054945,1.88239839,0.445476305,0,GeorgeWB,
2004,REP,GeorgeWB,Arkansas,572898,1054945,1.88239839,0.543059591,1,GeorgeWB,1
2004,DEM,JohnKerr,Californ,6745485,12421859,1.760071928,0.543033454,1,GeorgeWB,
2004,REP,GeorgeWB,Californ,5509826,12421859,1.760071928,0.443558891,0,GeorgeWB,0
2004,DEM,JohnKerr,Colorado,1001725,2130325,2.741780418,0.47022168,0,GeorgeWB,
2004,REP,GeorgeWB,Colorado,1101256,2130325,2.741780418,0.51694272,1,GeorgeWB,1
2004,DEM,JohnKerr,Connecti,857488,1578769,1.295583048,0.54313709,1,GeorgeWB,
2004,REP,GeorgeWB,Connecti,693826,1578769,1.295583048,0.439472779,0,GeorgeWB,0
2004,DEM,JohnKerr,DC,202970,227586,1.145968972,0.89183869,1,GeorgeWB,
2004,REP,GeorgeWB,DC,21256,227586,1.145968972,0.093397661,0,GeorgeWB,0
2004,DEM,JohnKerr,Delaware,200152,375270,1.864047288,0.533354651,1,GeorgeWB,
2004,REP,GeorgeWB,Delaware,171660,375270,1.864047288,0.45743065,0,GeorgeWB,0
2004,DEM,JohnKerr,Florida,3583544,7609810,4.103471537,0.4709111,0,GeorgeWB,
2004,REP,GeorgeWB,Florida,3964522,7609810,4.103471537,0.520975162,1,GeorgeWB,1
2004,DEM,JohnKerr,Georgia,1366149,3304481,2.900356875,0.413423167,0,GeorgeWB,
2004,REP,GeorgeWB,Georgia,1914254,3304481,2.900356875,0.579290364,1,GeorgeWB,1
2004,DEM,JohnKerr,Hawaii,231708,429013,2.06981681,0.540095522,1,GeorgeWB,
2004,REP,GeorgeWB,Hawaii,194191,429013,2.06981681,0.452645957,0,GeorgeWB,0
2004,DEM,JohnKerr,Idaho,181098,598447,2.046133542,0.302613264,0,GeorgeWB,
2004,REP,GeorgeWB,Idaho,409235,598447,2.046133542,0.683828309,1,GeorgeWB,1
2004,DEM,JohnKerr,Illinois,2891550,5274322,1.121518248,0.548231602,1,GeorgeWB,
2004,REP,GeorgeWB,Illinois,2345946,5274322,1.121518248,0.444786268,0,GeorgeWB,0
2004,DEM,JohnKerr,Indiana,969011,2468002,1.179955498,0.392629747,0,GeorgeWB,
2004,REP,GeorgeWB,Indiana,1479438,2468002,1.179955498,0.59944765,1,GeorgeWB,1
2004,DEM,JohnKerr,Iowa,741898,1506908,1.272147224,0.492331317,0,GeorgeWB,
2004,REP,GeorgeWB,Iowa,751957,1506908,1.272147224,0.499006575,1,GeorgeWB,1
2004,DEM,JohnKerr,Kansas,434993,1187756,1.384490751,0.366230943,0,GeorgeWB,
2004,REP,GeorgeWB,Kansas,736456,1187756,1.384490751,0.620039806,1,GeorgeWB,1
2004,DEM,JohnKerr,Kentucky,712733,1796079,1.716920386,0.3968272,0,GeorgeWB,
2004,REP,GeorgeWB,Kentucky,1069439,1796079,1.716920386,0.595429822,1,GeorgeWB,1
2004,DEM,JohnKerr,Louisian,820299,1943106,2.167936155,0.422158647,0,GeorgeWB,
2004,REP,GeorgeWB,Louisian,1102169,1943106,2.167936155,0.567220213,1,GeorgeWB,1
2004,DEM,JohnKerr,Maine,396842,740752,1.943103869,0.535728557,1,GeorgeWB,
2004,REP,GeorgeWB,Maine,330201,740752,1.943103869,0.445764574,0,GeorgeWB,0
2004,DEM,JohnKerr,Maryland,1334493,2386678,2.137724964,0.559142457,1,GeorgeWB,
2004,REP,GeorgeWB,Maryland,1024703,2386678,2.137724964,0.429342794,0,GeorgeWB,0
2004,DEM,JohnKerr,Massachu,1803800,2912388,1.242063495,0.619354289,1,GeorgeWB,
2004,REP,GeorgeWB,Massachu,1071109,2912388,1.242063495,0.36777689,0,GeorgeWB,0
2004,DEM,JohnKerr,Michigan,2479183,4839252,1.510801717,0.512307067,1,GeorgeWB,
2004,REP,GeorgeWB,Michigan,2313746,4839252,1.510801717,0.478120586,0,GeorgeWB,0
2004,DEM,JohnKerr,Minnesot,1445014,2828387,1.819527914,0.510896847,1,GeorgeWB,
2004,REP,GeorgeWB,Minnesot,1346695,2828387,1.819527914,0.476135338,0,GeorgeWB,0
2004,DEM,JohnKerr,Mississi,458094,1152365,2.816512932,0.39752509,0,GeorgeWB,
2004,REP,GeorgeWB,Mississi,684981,1152365,2.816512932,0.594413228,1,GeorgeWB,1
2004,DEM,JohnKerr,Missouri,1259171,2731364,1.502500441,0.461004465,0,GeorgeWB,
2004,REP,GeorgeWB,Missouri,1455713,2731364,1.502500441,0.532961919,1,GeorgeWB,1
2004,DEM,JohnKerr,Montana,173710,450445,1.616653746,0.385640866,0,GeorgeWB,
2004,REP,GeorgeWB,Montana,266063,450445,1.616653746,0.590667007,1,GeorgeWB,1
2004,DEM,JohnKerr,Nebraska,254328,778186,1.332158986,0.326821608,0,GeorgeWB,
2004,REP,GeorgeWB,Nebraska,512814,778186,1.332158986,0.658986412,1,GeorgeWB,1
2004,DEM,JohnKerr,Nevada,397190,829587,6.125442101,0.478780405,0,GeorgeWB,
2004,REP,GeorgeWB,Nevada,418690,829587,6.125442101,0.504696916,1,GeorgeWB,1
2004,DEM,JohnKerr,NewHamps,340511,677738,2.352497284,0.502422765,1,GeorgeWB,
2004,REP,GeorgeWB,NewHamps,331237,677738,2.352497284,0.488739011,0,GeorgeWB,0
2004,DEM,JohnKerr,NewJerse,1911430,3612137,1.268854526,0.529168744,1,GeorgeWB,
2004,REP,GeorgeWB,NewJerse,1670003,3612137,1.268854526,0.462331025,0,GeorgeWB,0
2004,DEM,JohnKerr,NewMexic,370942,756304,2.308514567,0.490466796,0,GeorgeWB,
2004,REP,GeorgeWB,NewMexic,376930,756304,2.308514567,0.498384248,1,GeorgeWB,1
2004,DEM,JohnKerr,NewYork,4314280,7391954,1.031529239,0.583645407,1,GeorgeWB,
2004,REP,GeorgeWB,NewYork,2962567,7391954,1.031529239,0.400782662,0,GeorgeWB,0
2004,DEM,JohnKerr,NorthCar,1525849,3501007,2.456876328,0.435831462,0,GeorgeWB,
2004,REP,GeorgeWB,NorthCar,1961166,3501007,2.456876328,0.560171973,1,GeorgeWB,1
2004,DEM,JohnKerr,NorthDak,111052,312833,1.210705564,0.354988125,0,GeorgeWB,
2004,REP,GeorgeWB,NorthDak,196651,312833,1.210705564,0.62861335,1,GeorgeWB,1
2004,DEM,JohnKerr,Ohio,2741167,5627908,1.417896219,0.487066775,0,GeorgeWB,
2004,REP,GeorgeWB,Ohio,2859768,5627908,1.417896219,0.508140503,1,GeorgeWB,1
2004,DEM,JohnKerr,Oklahoma,503966,1463758,1.569715356,0.344295983,0,GeorgeWB,
2004,REP,GeorgeWB,Oklahoma,959792,1463758,1.569715356,0.655704017,1,GeorgeWB,1
2004,DEM,JohnKerr,Oregon,943163,1836782,2.335966324,0.51348663,1,GeorgeWB,
2004,REP,GeorgeWB,Oregon,866831,1836782,2.335966324,0.471929167,0,GeorgeWB,0
2004,DEM,JohnKerr,Pennsylv,2938095,5769590,1.196342705,0.509238091,1,GeorgeWB,
2004,REP,GeorgeWB,Pennsylv,2793847,5769590,1.196342705,0.484236662,0,GeorgeWB,0
2004,DEM,JohnKerr,RhodeIsl,259760,437134,1.120594938,0.594234262,1,GeorgeWB,
2004,REP,GeorgeWB,RhodeIsl,169046,437134,1.120594938,0.386714371,0,GeorgeWB,0
2004,DEM,JohnKerr,SouthCar,661699,1617730,3.082823255,0.409029319,0,GeorgeWB,
2004,REP,GeorgeWB,SouthCar,937974,1617730,3.082823255,0.579808744,1,GeorgeWB,1
2004,DEM,JohnKerr,SouthDak,149244,388215,1.324432481,0.384436459,0,GeorgeWB,
2004,REP,GeorgeWB,SouthDak,232584,388215,1.324432481,0.599111317,1,GeorgeWB,1
2004,DEM,JohnKerr,Tennesse,1035160,2434949,2.128552397,0.425125947,0,GeorgeWB,
2004,REP,GeorgeWB,Tennesse,1383336,2434949,2.128552397,0.568117032,1,GeorgeWB,1
2004,DEM,JohnKerr,Texas,2832704,7410765,2.821202211,0.382241779,0,GeorgeWB,
2004,REP,GeorgeWB,Texas,4526917,7410765,2.821202211,0.610856909,1,GeorgeWB,1
2004,DEM,JohnKerr,Utah,241199,927844,2.317813694,0.259956415,0,GeorgeWB,
2004,REP,GeorgeWB,Utah,663742,927844,2.317813694,0.715359479,1,GeorgeWB,1
2004,DEM,JohnKerr,Vermont,184067,312309,1.914960543,0.589374626,1,GeorgeWB,
